Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Team,Start Date,End Date
JDS Neesham,3,3.0,21.0,0.0,120.0,0.0,,,5.71,,0.0,0.0,New Zealand,2022-09-01,2022-10-01
FH Allen,1,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
DP Conway,3,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
MJ Guptill,2,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
TWM Latham,3,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
GD Phillips,1,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
KS Williamson,3,,,,,,,,,,,,New Zealand,2022-09-01,2022-10-01
JR Hazlewood,4,4.0,36.0,5.0,123.0,7.0,3/30,17.57,3.41,30.8,0.0,0.0,Australia,2022-09-01,2022-10-01
MA Starc,4,4.0,33.5,2.0,148.0,7.0,3/60,21.14,4.37,29.0,0.0,0.0,Australia,2022-09-01,2022-10-01
A Zampa,4,4.0,37.0,0.0,158.0,7.0,5/35,22.57,4.27,31.7,0.0,1.0,Australia,2022-09-01,2022-10-01
SA Abbott,2,2.0,15.0,7.0,32.0,4.0,2/1,8.0,2.13,22.5,0.0,0.0,Australia,2022-09-01,2022-10-01
GJ Maxwell,4,3.0,17.0,0.0,79.0,4.0,4/52,19.75,4.64,25.5,1.0,0.0,Australia,2022-09-01,2022-10-01
C Green,3,3.0,17.0,0.0,75.0,3.0,2/25,25.0,4.41,34.0,0.0,0.0,Australia,2022-09-01,2022-10-01
MP Stoinis,3,3.0,11.0,0.0,45.0,2.0,1/6,22.5,4.09,33.0,0.0,0.0,Australia,2022-09-01,2022-10-01
AC Agar,1,1.0,5.0,0.0,16.0,1.0,1/16,16.0,3.2,30.0,0.0,0.0,Australia,2022-09-01,2022-10-01
AT Carey,4,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
AJ Finch,4,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
JP Inglis,1,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
M Labuschagne,3,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
SPD Smith,4,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
DA Warner,3,,,,,,,,,,,,Australia,2022-09-01,2022-10-01
Kuldeep Yadav,3,3.0,21.1,1.0,106.0,6.0,4/18,17.66,5.0,21.1,1.0,0.0,India,2022-10-01,2022-11-01
Mohammed Siraj,3,3.0,23.0,1.0,104.0,5.0,3/38,20.8,4.52,27.6,0.0,0.0,India,2022-10-01,2022-11-01
Shahbaz Ahmed,2,2.0,17.0,0.0,86.0,3.0,2/32,28.66,5.05,34.0,0.0,0.0,India,2022-10-01,2022-11-01
SN Thakur,3,3.0,15.0,1.0,79.0,3.0,2/35,26.33,5.26,30.0,0.0,0.0,India,2022-10-01,2022-11-01
Washington Sundar,2,2.0,13.0,0.0,75.0,3.0,2/15,25.0,5.76,26.0,0.0,0.0,India,2022-10-01,2022-11-01
Ravi Bishnoi,1,1.0,8.0,0.0,69.0,1.0,1/69,69.0,8.62,48.0,0.0,0.0,India,2022-10-01,2022-11-01
Avesh Khan,3,3.0,20.0,1.0,94.0,0.0,,,4.7,,0.0,0.0,India,2022-10-01,2022-11-01
S Dhawan,3,,,,,,,,,,,,India,2022-10-01,2022-11-01
RD Gaikwad,1,,,,,,,,,,,,India,2022-10-01,2022-11-01
Ishan Kishan,3,,,,,,,,,,,,India,2022-10-01,2022-11-01
SS Iyer,3,,,,,,,,,,,,India,2022-10-01,2022-11-01
SV Samson,3,,,,,,,,,,,,India,2022-10-01,2022-11-01
Shubman Gill,3,,,,,,,,,,,,India,2022-10-01,2022-11-01
L Ngidi,2,2.0,13.0,0.0,73.0,4.0,3/52,18.25,5.61,19.5,0.0,0.0,South Africa,2022-10-01,2022-11-01
K Rabada,2,2.0,18.0,3.0,95.0,3.0,2/36,31.66,5.27,36.0,0.0,0.0,South Africa,2022-10-01,2022-11-01
BC Fortuin,2,2.0,13.0,2.0,72.0,2.0,1/20,36.0,5.53,39.0,0.0,0.0,South Africa,2022-10-01,2022-11-01
WD Parnell,2,2.0,16.0,1.0,82.0,2.0,1/38,41.0,5.12,48.0,0.0,0.0,South Africa,2022-10-01,2022-11-01
KA Maharaj,2,2.0,15.0,1.0,68.0,1.0,1/23,68.0,4.53,90.0,0.0,0.0,South Africa,2022-10-01,2022-11-01
T Shamsi,1,1.0,8.0,0.0,89.0,1.0,1/89,89.0,11.12,48.0,0.0,0.0,South Africa,2022-10-01,2022-11-01
M Jansen,1,1.0,5.1,0.0,43.0,0.0,,,8.32,,0.0,0.0,South Africa,2022-10-01,2022-11-01
AK Markram,3,1.0,3.0,0.0,22.0,0.0,,,7.33,,0.0,0.0,South Africa,2022-10-01,2022-11-01
A Nortje,2,2.0,13.5,1.0,75.0,0.0,,,5.42,,0.0,0.0,South Africa,2022-10-01,2022-11-01
T Bavuma,1,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
Q de Kock,3,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
RR Hendricks,2,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
H Klaasen,3,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
JN Malan,3,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
DA Miller,3,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
AL Phehlukwayo,1,,,,,,,,,,,,South Africa,2022-10-01,2022-11-01
Umran Malik,3,2.0,15.0,0.0,97.0,3.0,2/66,32.33,6.46,30.0,0.0,0.0,India,2022-11-01,2022-12-01
SN Thakur,1,1.0,9.0,1.0,63.0,1.0,1/63,63.0,7.0,54.0,0.0,0.0,India,2022-11-01,2022-12-01
Arshdeep Singh,3,2.0,13.1,1.0,89.0,0.0,,,6.75,,0.0,0.0,India,2022-11-01,2022-12-01
YS Chahal,3,1.0,10.0,0.0,67.0,0.0,,,6.7,,0.0,0.0,India,2022-11-01,2022-12-01
DL Chahar,2,1.0,5.0,0.0,30.0,0.0,,,6.0,,0.0,0.0,India,2022-11-01,2022-12-01
Washington Sundar,3,2.0,13.0,0.0,58.0,0.0,,,4.46,,0.0,0.0,India,2022-11-01,2022-12-01
S Dhawan,3,,,,,,,,,,,,India,2022-11-01,2022-12-01
DJ Hooda,2,,,,,,,,,,,,India,2022-11-01,2022-12-01
SS Iyer,3,,,,,,,,,,,,India,2022-11-01,2022-12-01
RR Pant,3,,,,,,,,,,,,India,2022-11-01,2022-12-01
SV Samson,1,,,,,,,,,,,,India,2022-11-01,2022-12-01
Shubman Gill,3,,,,,,,,,,,,India,2022-11-01,2022-12-01
SA Yadav,3,,,,,,,,,,,,India,2022-11-01,2022-12-01
TG Southee,3,3.0,21.3,1.0,121.0,5.0,3/73,24.2,5.62,25.8,0.0,0.0,New Zealand,2022-11-01,2022-12-01
LH Ferguson,3,3.0,22.5,1.0,132.0,4.0,3/59,33.0,5.78,34.2,0.0,0.0,New Zealand,2022-11-01,2022-12-01
AF Milne,2,2.0,20.0,0.0,124.0,4.0,3/57,31.0,6.2,30.0,0.0,0.0,New Zealand,2022-11-01,2022-12-01
DJ Mitchell,3,1.0,7.0,0.0,25.0,3.0,3/25,8.33,3.57,14.0,0.0,0.0,New Zealand,2022-11-01,2022-12-01
MJ Henry,3,3.0,24.0,3.0,97.0,1.0,1/20,97.0,4.04,144.0,0.0,0.0,New Zealand,2022-11-01,2022-12-01
MJ Santner,3,3.0,13.0,0.0,80.0,1.0,1/15,80.0,6.15,78.0,0.0,0.0,New Zealand,2022-11-01,2022-12-01
MG Bracewell,1,1.0,2.0,0.0,18.0,0.0,,,9.0,,0.0,0.0,New Zealand,2022-11-01,2022-12-01
FH Allen,3,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
DP Conway,3,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
TWM Latham,3,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
GD Phillips,3,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
KS Williamson,3,,,,,,,,,,,,New Zealand,2022-11-01,2022-12-01
OP Stone,2,2.0,20.0,1.0,135.0,4.0,4/85,33.75,6.75,30.0,1.0,0.0,England,2022-11-01,2022-12-01
DJ Willey,3,3.0,26.0,0.0,158.0,4.0,2/44,39.5,6.07,39.0,0.0,0.0,England,2022-11-01,2022-12-01
AU Rashid,1,1.0,10.0,0.0,57.0,3.0,3/57,19.0,5.7,20.0,0.0,0.0,England,2022-11-01,2022-12-01
LA Dawson,3,3.0,30.0,0.0,188.0,2.0,1/65,94.0,6.26,90.0,0.0,0.0,England,2022-11-01,2022-12-01
CR Woakes,2,2.0,20.0,0.0,104.0,2.0,2/42,52.0,5.2,60.0,0.0,0.0,England,2022-11-01,2022-12-01
MM Ali,2,1.0,4.0,0.0,24.0,1.0,1/24,24.0,6.0,24.0,0.0,0.0,England,2022-11-01,2022-12-01
CJ Jordan,1,1.0,7.0,0.0,49.0,1.0,1/49,49.0,7.0,42.0,0.0,0.0,England,2022-11-01,2022-12-01
SM Curran,2,2.0,16.0,1.0,121.0,0.0,,,7.56,,0.0,0.0,England,2022-11-01,2022-12-01
DJ Malan,3,1.0,1.5,0.0,12.0,0.0,,,6.54,,0.0,0.0,England,2022-11-01,2022-12-01
L Wood,1,1.0,10.0,0.0,59.0,0.0,,,5.9,,0.0,0.0,England,2022-11-01,2022-12-01
SW Billings,3,,,,,,,,,,,,England,2022-11-01,2022-12-01
JC Buttler,2,,,,,,,,,,,,England,2022-11-01,2022-12-01
JJ Roy,3,,,,,,,,,,,,England,2022-11-01,2022-12-01
PD Salt,3,,,,,,,,,,,,England,2022-11-01,2022-12-01
JM Vince,3,,,,,,,,,,,,England,2022-11-01,2022-12-01
A Zampa,3,3.0,25.3,2.0,131.0,11.0,4/31,11.9,5.13,13.9,2.0,0.0,Australia,2022-11-01,2022-12-01
PJ Cummins,2,2.0,16.0,2.0,87.0,5.0,3/62,17.4,5.43,19.2,0.0,0.0,Australia,2022-11-01,2022-12-01
MA Starc,2,2.0,18.0,1.0,92.0,5.0,4/47,18.4,5.11,21.6,1.0,0.0,Australia,2022-11-01,2022-12-01
JR Hazlewood,2,2.0,14.0,1.0,54.0,3.0,2/33,18.0,3.85,28.0,0.0,0.0,Australia,2022-11-01,2022-12-01
SA Abbott,1,1.0,8.0,0.0,45.0,2.0,2/45,22.5,5.62,24.0,0.0,0.0,Australia,2022-11-01,2022-12-01
MR Marsh,2,2.0,7.0,0.0,30.0,1.0,1/18,30.0,4.28,42.0,0.0,0.0,Australia,2022-11-01,2022-12-01
MP Stoinis,3,2.0,8.0,0.0,52.0,1.0,1/23,52.0,6.5,48.0,0.0,0.0,Australia,2022-11-01,2022-12-01
AC Agar,2,2.0,17.0,0.0,103.0,0.0,,,6.05,,0.0,0.0,Australia,2022-11-01,2022-12-01
C Green,1,1.0,7.0,0.0,38.0,0.0,,,5.42,,0.0,0.0,Australia,2022-11-01,2022-12-01
AT Carey,3,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
TM Head,3,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
M Labuschagne,3,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
SPD Smith,3,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
DA Warner,3,,,,,,,,,,,,Australia,2022-11-01,2022-12-01
Rashid Khan,3,2.0,18.0,0.0,77.0,5.0,4/37,15.4,4.27,21.6,1.0,0.0,Afghanistan,2022-11-01,2022-12-01
Fazalhaq Farooqi,3,3.0,20.2,0.0,127.0,4.0,4/49,31.75,6.24,30.5,1.0,0.0,Afghanistan,2022-11-01,2022-12-01
Gulbadin Naib,3,2.0,14.0,0.0,82.0,3.0,3/34,27.33,5.85,28.0,0.0,0.0,Afghanistan,2022-11-01,2022-12-01
Mohammad Nabi,3,2.0,12.0,0.0,83.0,2.0,2/56,41.5,6.91,36.0,0.0,0.0,Afghanistan,2022-11-01,2022-12-01
Yamin Ahmadzai,2,1.0,6.0,0.0,46.0,2.0,2/46,23.0,7.66,18.0,0.0,0.0,Afghanistan,2022-11-01,2022-12-01
Mujeeb Ur Rahman,3,3.0,16.0,0.0,105.0,0.0,,,6.56,,0.0,0.0,Afghanistan,2022-11-01,2022-12-01
Noor Ahmad,1,1.0,4.0,0.0,32.0,0.0,,,8.0,,0.0,0.0,Afghanistan,2022-11-01,2022-12-01
Hashmatullah Shahidi,3,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
Ibrahim Zadran,3,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
Najibullah Zadran,3,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
Rahmanullah Gurbaz,3,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
Rahmat Shah,3,,,,,,,,,,,,Afghanistan,2022-11-01,2022-12-01
Mohammed Siraj,3,3.0,25.0,1.0,132.0,6.0,3/32,22.0,5.28,25.0,0.0,0.0,India,2022-12-01,2023-01-01
Washington Sundar,3,3.0,16.0,0.0,56.0,6.0,3/37,9.33,3.5,16.0,0.0,0.0,India,2022-12-01,2023-01-01
SN Thakur,3,3.0,24.0,2.0,98.0,4.0,3/30,24.5,4.08,36.0,0.0,0.0,India,2022-12-01,2023-01-01
Umran Malik,2,2.0,18.0,2.0,101.0,4.0,2/43,25.25,5.61,27.0,0.0,0.0,India,2022-12-01,2023-01-01
AR Patel,2,2.0,12.0,0.0,62.0,2.0,2/22,31.0,5.16,36.0,0.0,0.0,India,2022-12-01,2023-01-01
KR Sen,1,1.0,5.0,0.0,37.0,2.0,2/37,18.5,7.4,15.0,0.0,0.0,India,2022-12-01,2023-01-01
DL Chahar,2,2.0,11.0,1.0,44.0,1.0,1/32,44.0,4.0,66.0,0.0,0.0,India,2022-12-01,2023-01-01
Kuldeep Yadav,1,1.0,10.0,1.0,53.0,1.0,1/53,53.0,5.3,60.0,0.0,0.0,India,2022-12-01,2023-01-01
Shahbaz Ahmed,1,1.0,9.0,0.0,39.0,0.0,,,4.33,,0.0,0.0,India,2022-12-01,2023-01-01
S Dhawan,3,,,,,,,,,,,,India,2022-12-01,2023-01-01
Ishan Kishan,1,,,,,,,,,,,,India,2022-12-01,2023-01-01
SS Iyer,3,,,,,,,,,,,,India,2022-12-01,2023-01-01
V Kohli,3,,,,,,,,,,,,India,2022-12-01,2023-01-01
KL Rahul,3,,,,,,,,,,,,India,2022-12-01,2023-01-01
RG Sharma,2,,,,,,,,,,,,India,2022-12-01,2023-01-01
Ebadot Hossain,3,3.0,27.2,0.0,172.0,9.0,4/47,19.11,6.29,18.2,1.0,0.0,Bangladesh,2022-12-01,2023-01-01
Shakib Al Hasan,3,3.0,30.0,3.0,143.0,9.0,5/36,15.88,4.76,20.0,0.0,1.0,Bangladesh,2022-12-01,2023-01-01
Mehidy Hasan Miraz,3,3.0,25.1,1.0,165.0,4.0,2/46,41.25,6.55,37.7,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Mustafizur Rahman,3,3.0,27.0,2.0,128.0,2.0,1/43,64.0,4.74,81.0,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Taskin Ahmed,1,1.0,9.0,1.0,89.0,2.0,2/89,44.5,9.88,27.0,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Mahmudullah,3,2.0,4.5,0.0,44.0,1.0,1/33,44.0,9.1,29.0,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Afif Hossain,3,1.0,1.0,0.0,14.0,0.0,,,14.0,,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Hasan Mahmud,1,1.0,7.0,1.0,40.0,0.0,,,5.71,,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Nasum Ahmed,1,1.0,10.0,0.0,54.0,0.0,,,5.4,,0.0,0.0,Bangladesh,2022-12-01,2023-01-01
Anamul Haque,3,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
Litton Das,3,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
Mushfiqur Rahim,3,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
Najmul Hossain Shanto,2,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
Yasir Ali,1,,,,,,,,,,,,Bangladesh,2022-12-01,2023-01-01
Mohammed Siraj,5,5.0,38.4,5.0,148.0,14.0,4/32,10.57,3.82,16.5,2.0,0.0,India,2023-01-01,2023-02-01
Kuldeep Yadav,5,5.0,39.3,2.0,201.0,11.0,3/51,18.27,5.08,21.5,0.0,0.0,India,2023-01-01,2023-02-01
Mohammed Shami,5,5.0,38.0,4.0,217.0,7.0,3/18,31.0,5.71,32.5,0.0,0.0,India,2023-01-01,2023-02-01
SN Thakur,3,3.0,19.2,1.0,125.0,6.0,3/45,20.83,6.46,19.3,0.0,0.0,India,2023-01-01,2023-02-01
Umran Malik,3,3.0,22.0,0.0,157.0,6.0,3/57,26.16,7.13,22.0,0.0,0.0,India,2023-01-01,2023-02-01
HH Pandya,5,5.0,30.0,3.0,182.0,5.0,2/16,36.4,6.06,36.0,0.0,0.0,India,2023-01-01,2023-02-01
YS Chahal,2,2.0,17.2,0.0,101.0,3.0,2/43,33.66,5.82,34.6,0.0,0.0,India,2023-01-01,2023-02-01
Washington Sundar,4,3.0,16.0,1.0,106.0,2.0,2/7,53.0,6.62,48.0,0.0,0.0,India,2023-01-01,2023-02-01
AR Patel,3,2.0,15.0,0.0,74.0,1.0,1/16,74.0,4.93,90.0,0.0,0.0,India,2023-01-01,2023-02-01
SS Iyer,3,1.0,1.0,0.0,2.0,0.0,,,2.0,,0.0,0.0,India,2023-01-01,2023-02-01
Ishan Kishan,3,,,,,,,,,,,,India,2023-01-01,2023-02-01
V Kohli,6,,,,,,,,,,,,India,2023-01-01,2023-02-01
KL Rahul,3,,,,,,,,,,,,India,2023-01-01,2023-02-01
RG Sharma,6,,,,,,,,,,,,India,2023-01-01,2023-02-01
Shubman Gill,6,,,,,,,,,,,,India,2023-01-01,2023-02-01
SA Yadav,4,,,,,,,,,,,,India,2023-01-01,2023-02-01
Naseem Shah,2,2.0,18.5,0.0,115.0,8.0,5/57,14.37,6.1,14.1,0.0,1.0,Pakistan,2023-01-01,2023-02-01
Mohammad Nawaz (3),3,3.0,30.0,0.0,129.0,6.0,4/38,21.5,4.3,30.0,1.0,0.0,Pakistan,2023-01-01,2023-02-01
Usama Mir,3,3.0,30.0,0.0,145.0,4.0,2/42,36.25,4.83,45.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Mohammad Wasim (1),3,3.0,20.0,0.0,124.0,3.0,2/35,41.33,6.2,40.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Agha Salman,3,3.0,18.0,0.0,88.0,2.0,2/42,44.0,4.88,54.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Haris Rauf,3,3.0,25.0,1.0,142.0,1.0,1/47,142.0,5.68,150.0,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Mohammad Hasnain,1,1.0,6.1,0.0,42.0,0.0,,,6.81,,0.0,0.0,Pakistan,2023-01-01,2023-02-01
Babar Azam,3,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Fakhar Zaman,3,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Haris Sohail,3,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Imam-ul-Haq,2,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Kamran Ghulam,1,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Mohammad Rizwan,3,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
Shan Masood,1,,,,,,,,,,,,Pakistan,2023-01-01,2023-02-01
TG Southee,3,3.0,24.1,1.0,144.0,6.0,3/56,24.0,5.95,24.1,0.0,0.0,New Zealand,2023-01-01,2023-02-01
MG Bracewell,6,6.0,44.0,0.0,224.0,5.0,2/44,44.8,5.09,52.8,0.0,0.0,New Zealand,2023-01-01,2023-02-01
LH Ferguson,6,6.0,50.0,1.0,296.0,4.0,2/63,74.0,5.92,75.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
BM Tickner,3,3.0,24.0,0.0,164.0,4.0,3/76,41.0,6.83,36.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
JA Duffy,1,1.0,10.0,0.0,100.0,3.0,3/100,33.33,10.0,20.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
MJ Santner,6,6.0,54.1,0.0,283.0,3.0,1/28,94.33,5.22,108.3,0.0,0.0,New Zealand,2023-01-01,2023-02-01
HB Shipley,3,3.0,20.0,1.0,131.0,3.0,2/74,43.66,6.55,40.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
IS Sodhi,2,2.0,18.0,0.0,88.0,3.0,2/38,29.33,4.88,36.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
DJ Mitchell,6,2.0,9.0,0.0,71.0,2.0,2/30,35.5,7.88,27.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
GD Phillips,6,2.0,8.0,0.0,48.0,2.0,1/13,24.0,6.0,24.0,0.0,0.0,New Zealand,2023-01-01,2023-02-01
FH Allen,6,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
DP Conway,6,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
TWM Latham,6,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
HM Nicholls,3,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
KS Williamson,3,,,,,,,,,,,,New Zealand,2023-01-01,2023-02-01
JC Archer,2,2.0,19.1,1.0,121.0,7.0,6/40,17.28,6.31,16.4,0.0,1.0,England,2023-01-01,2023-02-01
AU Rashid,3,3.0,30.0,0.0,195.0,6.0,3/68,32.5,6.5,30.0,0.0,0.0,England,2023-01-01,2023-02-01
SM Curran,3,3.0,26.0,1.0,145.0,4.0,3/35,36.25,5.57,39.0,0.0,0.0,England,2023-01-01,2023-02-01
OP Stone,2,2.0,17.0,1.0,85.0,3.0,2/48,28.33,5.0,34.0,0.0,0.0,England,2023-01-01,2023-02-01
MM Ali,3,3.0,14.0,0.0,112.0,1.0,1/51,112.0,8.0,84.0,0.0,0.0,England,2023-01-01,2023-02-01
CR Woakes,2,2.0,14.1,1.0,111.0,1.0,1/51,111.0,7.83,85.0,0.0,0.0,England,2023-01-01,2023-02-01
RJW Topley,2,2.0,16.0,0.0,122.0,0.0,,,7.62,,0.0,0.0,England,2023-01-01,2023-02-01
DJ Willey,1,1.0,6.0,0.0,38.0,0.0,,,6.33,,0.0,0.0,England,2023-01-01,2023-02-01
HC Brook,3,,,,,,,,,,,,England,2023-01-01,2023-02-01
JC Buttler,3,,,,,,,,,,,,England,2023-01-01,2023-02-01
BM Duckett,3,,,,,,,,,,,,England,2023-01-01,2023-02-01
DJ Malan,3,,,,,,,,,,,,England,2023-01-01,2023-02-01
JJ Roy,3,,,,,,,,,,,,England,2023-01-01,2023-02-01
A Nortje,2,2.0,19.0,1.0,126.0,6.0,4/62,21.0,6.63,19.0,1.0,0.0,South Africa,2023-01-01,2023-02-01
L Ngidi,2,2.0,19.0,0.0,128.0,5.0,4/62,25.6,6.73,22.8,1.0,0.0,South Africa,2023-01-01,2023-02-01
SSB Magala,2,2.0,18.0,0.0,122.0,4.0,3/46,30.5,6.77,27.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
M Jansen,2,2.0,20.0,0.0,119.0,3.0,2/53,39.66,5.95,40.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
K Rabada,1,1.0,10.0,0.0,46.0,2.0,2/46,23.0,4.6,30.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
KA Maharaj,1,1.0,8.0,0.0,51.0,1.0,1/51,51.0,6.37,48.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
AK Markram,3,3.0,10.0,0.0,79.0,1.0,1/26,79.0,7.9,60.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
WD Parnell,3,3.0,27.0,1.0,149.0,1.0,1/54,149.0,5.51,162.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
T Shamsi,2,2.0,13.2,0.0,116.0,1.0,1/55,116.0,8.7,80.0,0.0,0.0,South Africa,2023-01-01,2023-02-01
T Bavuma,3,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
Q de Kock,2,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
RR Hendricks,1,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
H Klaasen,3,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
DA Miller,3,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2023-01-01,2023-02-01
Taijul Islam,1,1.0,10.0,0.0,54.0,3.0,3/54,18.0,5.4,20.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Mehidy Hasan Miraz,1,1.0,10.0,2.0,35.0,2.0,2/35,17.5,3.5,30.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Shakib Al Hasan,1,1.0,10.0,0.0,45.0,1.0,1/45,45.0,4.5,60.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Taskin Ahmed,1,1.0,9.0,1.0,26.0,1.0,1/26,26.0,2.88,54.0,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Mustafizur Rahman,1,1.0,8.0,0.0,42.0,0.0,,,5.25,,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Najmul Hossain Shanto,1,1.0,1.4,0.0,9.0,0.0,,,5.4,,0.0,0.0,Bangladesh,2023-02-01,2023-03-01
Afif Hossain,1,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
Litton Das,1,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
Mahmudullah,1,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
Mushfiqur Rahim,1,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
Tamim Iqbal,1,,,,,,,,,,,,Bangladesh,2023-02-01,2023-03-01
JC Archer,2,2.0,19.1,1.0,77.0,8.0,6/40,9.62,4.01,14.3,0.0,1.0,England,2023-02-01,2023-03-01
AU Rashid,2,2.0,19.0,0.0,115.0,5.0,3/68,23.0,6.05,22.8,0.0,0.0,England,2023-02-01,2023-03-01
MM Ali,2,2.0,9.2,0.0,64.0,2.0,2/35,32.0,6.85,28.0,0.0,0.0,England,2023-02-01,2023-03-01
CR Woakes,2,2.0,16.0,1.0,79.0,2.0,1/28,39.5,4.93,48.0,0.0,0.0,England,2023-02-01,2023-03-01
MA Wood,1,1.0,8.0,0.0,34.0,2.0,2/34,17.0,4.25,24.0,0.0,0.0,England,2023-02-01,2023-03-01
WG Jacks,1,1.0,5.0,0.0,18.0,1.0,1/18,18.0,3.6,30.0,0.0,0.0,England,2023-02-01,2023-03-01
SM Curran,1,1.0,7.0,0.0,50.0,0.0,,,7.14,,0.0,0.0,England,2023-02-01,2023-03-01
RJW Topley,1,1.0,7.0,0.0,48.0,0.0,,,6.85,,0.0,0.0,England,2023-02-01,2023-03-01
HC Brook,1,,,,,,,,,,,,England,2023-02-01,2023-03-01
JC Buttler,2,,,,,,,,,,,,England,2023-02-01,2023-03-01
BM Duckett,1,,,,,,,,,,,,England,2023-02-01,2023-03-01
DJ Malan,2,,,,,,,,,,,,England,2023-02-01,2023-03-01
JJ Roy,2,,,,,,,,,,,,England,2023-02-01,2023-03-01
PD Salt,1,,,,,,,,,,,,England,2023-02-01,2023-03-01
JM Vince,1,,,,,,,,,,,,England,2023-02-01,2023-03-01
L Ngidi,1,1.0,10.0,0.0,62.0,4.0,4/62,15.5,6.2,15.0,1.0,0.0,South Africa,2023-02-01,2023-03-01
